2018/09,base_oa_____::db80cefc0e50b06463a53ac9e1add369,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/11,copernicuspu::076c0ea49ee6bd8c9a298addc1eb9616,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2017/03,copernicuspu::f7a19ae373e56138888c18695d3c6ddf,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2017/07,core_ac_uk__::24a1d84b38c2f5ed72b7e9f7f8cdc72d,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2017/08,core_ac_uk__::24a1d84b38c2f5ed72b7e9f7f8cdc72d,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,4
2016/06,core_ac_uk__::afce47c5b03d4dbbd001783dbad114ad,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2016/05,core_ac_uk__::d7b4f0b44142ab0677b9c7c0f6681605,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,3
2016/11,core_ac_uk__::d7b4f0b44142ab0677b9c7c0f6681605,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,4
2016/03,core_ac_uk__::eddab23b8c66da9a9e4fa3d8b1ef03a0,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/01,dedup_wf_001::026ce6fe89e7bcaa7ce59dde3200a3c2,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2017/12,dedup_wf_001::0c6dc050cd940eaf13ac8720a3963d35,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2018/06,dedup_wf_001::0c6dc050cd940eaf13ac8720a3963d35,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/08,dedup_wf_001::0ec46f78fe62636c419e24b0650eef83,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,3
2017/01,dedup_wf_001::0ec46f78fe62636c419e24b0650eef83,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2017/07,dedup_wf_001::10982e11b7c5282976cba041d1f87c77,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2017/06,dedup_wf_001::134ffa199257c2d5288b2533c8c7c3fe,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/03,dedup_wf_001::17582c01f79797684bd9a9cef046fc86,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/10,dedup_wf_001::2029c3dbc901a2bf34de35b989ab2648,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2018/05,dedup_wf_001::20bef00063c490aa02a862bae5150958,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2017/08,dedup_wf_001::276d92fb1885138ee3a7ee1a8897005b,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,3
2017/01,dedup_wf_001::4997c90a2fa79adb44511734bfc13502,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2018/05,dedup_wf_001::4d7e5b2039e5ffc6298157e8b62f6aae,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/03,dedup_wf_001::5934f33e82833f412c52b523973baaae,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2017/01,dedup_wf_001::5934f33e82833f412c52b523973baaae,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/01,dedup_wf_001::5ce6bd0e07687b3666341a5e0f109ae3,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/05,dedup_wf_001::6c0424710da8f820710902c1eae175da,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/07,dedup_wf_001::7c425c4b4b5fdbf9470f62cb0e75fc90,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2018/05,dedup_wf_001::7c425c4b4b5fdbf9470f62cb0e75fc90,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/02,dedup_wf_001::7f5bb72695e516fccbf27a50f7ea5674,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/05,dedup_wf_001::7f5bb72695e516fccbf27a50f7ea5674,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2018/02,dedup_wf_001::7f5bb72695e516fccbf27a50f7ea5674,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2017/02,dedup_wf_001::8d67b8a23c57363d042d7186b33d589b,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2018/10,dedup_wf_001::a6e45418c3f2e0b58d12c6d64fdb11b1,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/06,dedup_wf_001::aafab7cc5cd07e8592ce4ab25891316b,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/08,dedup_wf_001::ad49c622a3f73bd43c7fe10a874299f7,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2016/10,dedup_wf_001::ad49c622a3f73bd43c7fe10a874299f7,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/11,dedup_wf_001::ad49c622a3f73bd43c7fe10a874299f7,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
2016/02,dedup_wf_001::d1bac134b157c4ed67cf43d68dbcca8f,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/03,dedup_wf_001::d1bac134b157c4ed67cf43d68dbcca8f,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2016/04,dedup_wf_001::d8e44ddf71ddc734c90887b0549f829a,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,3
2016/03,dedup_wf_001::dbef858886f669b6007b8d753f5fc7a1,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,1
2017/02,dedup_wf_001::e6f106a4f45e474a95ee27efb35825b1,OpenAIRE,infrastruct_::f66f1bd369679b5b077dcdf006089556,2
